176,"Trump","Why didn't you do it? Why didn't you do it?","10/9/16"
177,"Cooper","Allow her to respond.","10/9/16"
178,"Clinton","Because I was a senator with a Republican president.","10/9/16"
179,"Trump","Oh, really? ","10/9/16"
180,"Clinton","I will be the president and we will get it done. That's exactly right.","10/9/16"
181,"Trump","You could have done it, if you were an effective -- if you were an effective senator, you could have done it. If you were an effective senator, you could have done it. But you were not an effective senator. ","10/9/16"
182,"Cooper","Please allow her to respond. She didn't interrupt you.","10/9/16"
183,"Clinton","You know, under our Constitution, presidents have something called veto power. Look, he has now said repeatedly, ""30 years this and 30 years that."" So let me talk about my 30 years in public service. I'm very glad to do so. Eight million kids every year have health insurance, because when I was first lady I worked with Democrats and Republicans to create the Children's Health Insurance Program. Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system. After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it. Hundreds of thousands of National Guard and Reserve members have health care because of work that I did, and children have safer medicines because I was able to pass a law that required the dosing to be more carefully done. When I was secretary of state, I went around the world advocating for our country, but also advocating for women's rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons. Four hundred pieces of legislation have my name on it as a sponsor or cosponsor when I was a senator for eight years. I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time. And as president, I will take that work, that bipartisan work, that finding common ground, because you have to be able to get along with people to get things done in Washington. ","10/9/16"
184,"Cooper","Thank you, secretary. ","10/9/16"
185,"Clinton","I've proven that I can, and for 30 years, I've produced results for people. ","10/9/16"
186,"Cooper","Thank you, secretary. ","10/9/16"
187,"Raddatz","We're going to move on to Syria. Both of you have mentioned that.","10/9/16"
188,"Trump","She said a lot of things that were false. I mean, I think we should be allowed to maybe... ","10/9/16"
189,"Raddatz","No, we can -- no, Mr. Trump, we're going to go on. This is about the audience. ","10/9/16"
190,"Trump","Excuse me. Because she has been a disaster as a senator. A disaster.","10/9/16"
191,"Raddatz","Mr. Trump, we're going to move on. The heart-breaking video of a 5-year-old Syrian boy named Omran sitting in an ambulance after being pulled from the rubble after an air strike in Aleppo focused the world's attention on the horrors of the war in Syria, with 136 million views on Facebook alone. But there are much worse images coming out of Aleppo every day now, where in the past few weeks alone, 400 people have been killed, at least 100 of them children. Just days ago, the State Department called for a war crimes investigation of the Syrian regime of Bashar al-Assad and its ally, Russia, for their bombardment of Aleppo. So this next question comes through social media through Facebook. Diane from Pennsylvania asks, if you were president, what would you do about Syria and the humanitarian crisis in Aleppo? Isn't it a lot like the Holocaust when the U.S. waited too long before we helped? Secretary Clinton, we will begin with your two minutes. ","10/9/16"
192,"Clinton","Well, the situation in Syria is catastrophic. And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left. And there is a determined effort by the Russian air force to destroy Aleppo in order to eliminate the last of the Syrian rebels who are really holding out against the Assad regime. Russia hasn't paid any attention to ISIS. They're interested in keeping Assad in power. So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones. We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them. And we have to work more closely with our partners and allies on the ground. But I want to emphasize that what is at stake here is the ambitions and the aggressiveness of Russia. Russia has decided that it's all in, in Syria. And they've also decided who they want to see become president of the United States, too, and it's not me. I've stood up to Russia. I've taken on Putin and others, and I would do that as president. I think wherever we can cooperate with Russia, that's fine. And I did as secretary of state. That's how we got a treaty reducing nuclear weapons. It's how we got the sanctions on Iran that put a lid on the Iranian nuclear program without firing a single shot. So I would go to the negotiating table with more leverage than we have now. But I do support the effort to investigate for crimes, war crimes committed by the Syrians and the Russians and try to hold them accountable. ","10/9/16"
193,"Raddatz","Thank you, Secretary Clinton. Mr. Trump? ","10/9/16"
194,"Trump","First of all, she was there as secretary of state with the so-called line in the sand, which... ","10/9/16"
195,"Clinton","No, I wasn't. I was gone. I hate to interrupt you, but at some point... ","10/9/16"
196,"Trump","OK. But you were in contact -- excuse me. You were...","10/9/16"
197,"Clinton","At some point, we need to do some fact-checking here. ","10/9/16"
198,"Trump","You were in total contact with the White House, and perhaps, sadly, Obama probably still listened to you. I don't think he would be listening to you very much anymore. Obama draws the line in the sand. It was laughed at all over the world what happened. Now, with that being said, she talks tough against Russia. But our nuclear program has fallen way behind, and they've gone wild with their nuclear program. Not good. Our government shouldn't have allowed that to happen. Russia is new in terms of nuclear. We are old. We're tired. We're exhausted in terms of nuclear. A very bad thing. Now, she talks tough, she talks really tough against Putin and against Assad. She talks in favor of the rebels. She doesn't even know who the rebels are. You know, every time we take rebels, whether it's in Iraq or anywhere else, we're arming people. And you know what happens? They end up being worse than the people. Look at what she did in Libya with Gadhafi. Gadhafi's out. It's a mess. And, by the way, ISIS has a good chunk of their oil. I'm sure you probably have heard that. It was a disaster. Because the fact is, almost everything she's done in foreign policy has been a mistake and it's been a disaster. But if you look at Russia, just take a look at Russia, and look at what they did this week, where I agree, she wasn't there, but possibly she's consulted. We sign a peace treaty. Everyone's all excited. Well, what Russia did with Assad and, by the way, with Iran, who you made very powerful with the dumbest deal perhaps I've ever seen in the history of deal-making, the Iran deal, with the $150 billion, with the $1.7 billion in cash, which is enough to fill up this room. But look at that deal. Iran now and Russia are now against us. So she wants to fight. She wants to fight for rebels. There's only one problem. You don't even know who the rebels are. So what's the purpose? ","10/9/16"
199,"Raddatz","Mr. Trump, Mr. Trump, your two minutes is up. ","10/9/16"
200,"Trump","And one thing I have to say.","10/9/16"
201,"Raddatz","Your two minutes is up.","10/9/16"
202,"Trump","I don't like Assad at all, but Assad is killing ISIS. Russia is killing ISIS. And Iran is killing ISIS. And those three have now lined up because of our weak foreign policy. ","10/9/16"
203,"Raddatz","Mr. Trump, let me repeat the question. If you were president... ","10/9/16"
204,"Audience","(LAUGHTER)","10/9/16"
205,"Raddatz","... what would you do about Syria and the humanitarian crisis in Aleppo? And I want to remind you what your running mate said. He said provocations by Russia need to be met with American strength and that if Russia continues to be involved in air strikes along with the Syrian government forces of Assad, the United States of America should be prepared to use military force to strike the military targets of the Assad regime. ","10/9/16"
206,"Trump","OK. He and I haven't spoken, and I disagree. I disagree. ","10/9/16"
207,"Raddatz","You disagree with your running mate?","10/9/16"
208,"Trump","I think you have to knock out ISIS. Right now, Syria is fighting ISIS. We have people that want to fight both at the same time. But Syria is no longer Syria. Syria is Russia and it's Iran, who she made strong and Kerry and Obama made into a very powerful nation and a very rich nation, very, very quickly, very, very quickly. I believe we have to get ISIS. We have to worry about ISIS before we can get too much more involved. She had a chance to do something with Syria. They had a chance. And that was the line. And she didn't. ","10/9/16"
209,"Raddatz","What do you think will happen if Aleppo falls?","10/9/16"
210,"Trump","I think Aleppo is a disaster, humanitarian-wise. ","10/9/16"
211,"Raddatz","What do you think will happen if it falls?","10/9/16"
212,"Trump","I think that it basically has fallen. OK? It basically has fallen. Let me tell you something. You take a look at Mosul. The biggest problem I have with the stupidity of our foreign policy, we have Mosul. They think a lot of the ISIS leaders are in Mosul. So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks. Well, all of these bad leaders from ISIS are leaving Mosul. Why can't they do it quietly? Why can't they do the attack, make it a sneak attack, and after the attack is made, inform the American public that we've knocked out the leaders, we've had a tremendous success? People leave. Why do they have to say we're going to be attacking Mosul within the next four to six weeks, which is what they're saying? How stupid is our country? ","10/9/16"
213,"Raddatz","There are sometimes reasons the military does that. Psychological warfare.","10/9/16"
214,"Trump","I can't think of any. I can't think of any. And I'm pretty good at it.","10/9/16"
215,"Raddatz","It might be to help get civilians out.","10/9/16"
216,"Trump","And we have General Flynn. And we have -- look, I have 200 generals and admirals who endorsed me. I have 21 Congressional Medal of Honor recipients who endorsed me. We talk about it all the time. They understand, why can't they do something secretively, where they go in and they knock out the leadership? How -- why would these people stay there? I've been reading now... ","10/9/16"
217,"Raddatz","Tell me what your strategy is.","10/9/16"
218,"Trump","... for weeks -- I've been reading now for weeks about Mosul, that it's the harbor of where -- you know, between Raqqa and Mosul, this is where they think the ISIS leaders are. Why would they be saying -- they're not staying there anymore. They're gone. Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul. Now, with these 200 admirals and generals, they can't believe it. All I say is this. General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we're doing in the Middle East. ","10/9/16"
219,"Raddatz","I'm going to go to Secretary Clinton. Secretary Clinton, you want Assad to go. You advocated arming rebels, but it looks like that may be too late for Aleppo. You talk about diplomatic efforts. Those have failed. Cease-fires have failed. Would you introduce the threat of U.S. military force beyond a no-fly zone against the Assad regime to back up diplomacy? ","10/9/16"
220,"Clinton","I would not use American ground forces in Syria. I think that would be a very serious mistake. I don't think American troops should be holding territory, which is what they would have to do as an occupying force. I don't think that is a smart strategy. I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just... ","10/9/16"
221,"Raddatz","But what would you do differently than President Obama is doing?","10/9/16"
222,"Clinton","Well, Martha, I hope that by the time I -- if I'm fortunate... ","10/9/16"
223,"Trump","Everything.","10/9/16"
224,"Clinton","I hope by the time I am president that we will have pushed ISIS out of Iraq. I do think that there is a good chance that we can take Mosul. And, you know, Donald says he knows more about ISIS than the generals. No, he doesn't. There are a lot of very important planning going on, and some of it is to signal to the Sunnis in the area, as well as Kurdish Peshmerga fighters, that we all need to be in this. And that takes a lot of planning and preparation. I would go after Baghdadi. I would specifically target Baghdadi, because I think our targeting of Al Qaida leaders -- and I was involved in a lot of those operations, highly classified ones -- made a difference. So I think that could help. I would also consider arming the Kurds. The Kurds have been our best partners in Syria, as well as Iraq. And I know there's a lot of concern about that in some circles, but I think they should have the equipment they need so that Kurdish and Arab fighters on the ground are the principal way that we take Raqqa after pushing ISIS out of Iraq. ","10/9/16"
225,"Raddatz","Thank you very much. We're going to move on...","10/9/16"
226,"Trump","You know what's funny? She went over a minute over, and you don't stop her. When I go one second over, it's like a big deal. ","10/9/16"
227,"Raddatz","You had many answers.","10/9/16"
228,"Trump","It's really -- it's really very interesting.","10/9/16"
229,"Cooper","We've got a question over here from James Carter. Mr. Carter?","10/9/16"
230,"QUESTION","My question is, do you believe you can be a devoted president to all the people in the United States? ","10/9/16"
231,"Cooper","That question begins for Mr. Trump.","10/9/16"
232,"Trump","Absolutely. I mean, she calls our people deplorable, a large group, and irredeemable. I will be a president for all of our people. And I'll be a president that will turn our inner cities around and will give strength to people and will give economics to people and will bring jobs back. Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world. Not in this country. It stripped us of manufacturing jobs. We lost our jobs. We lost our money. We lost our plants. It is a disaster. And now she wants to sign TPP, even though she says now she's for it. She called it the gold standard. And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it. They actually said that she lied. OK? And she lied. But she's lied about a lot of things. ","10/9/16"
233,"Trump","I would be a president for all of the people, African- Americans, the inner cities. Devastating what's happening to our inner cities. She's been talking about it for years. As usual, she talks about it, nothing happens. She doesn't get it done. Same with the Latino Americans, the Hispanic Americans. The same exact thing. They talk, they don't get it done. You go into the inner cities and -- you see it's 45 percent poverty. African- Americans now 45 percent poverty in the inner cities. The education is a disaster. Jobs are essentially nonexistent. I mean, it's -- you know, and I've been saying at big speeches where I have 20,000 and 30,000 people, what do you have to lose? It can't get any worse. And she's been talking about the inner cities for 25 years. Nothing's going to ever happen. Let me tell you, if she's president of the United States, nothing's going to happen. It's just going to be talk. And all of her friends, the taxes we were talking about, and I would just get it by osmosis. She's not doing any me favors. But by doing all the others' favors, she's doing me favors. ","10/9/16"
234,"Cooper","Mr. Trump, thank you. ","10/9/16"
235,"Trump","But I will tell you, she's all talk. It doesn't get done. All you have to do is take a look at her Senate run. Take a look at upstate New York. ","10/9/16"
236,"Cooper","Your two minutes is up. Secretary Clinton, two minutes? ","10/9/16"
237,"Trump","It turned out to be a disaster.","10/9/16"
238,"Cooper","You have two minutes, Secretary Clinton. ","10/9/16"
239,"Clinton","Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that. Mr. Carter, I have tried my entire life to do what I can to support children and families. You know, right out of law school, I went to work for the Children's Defense Fund. And Donald talks a lot about, you know, the 30 years I've been in public service. I'm proud of that. You know, I started off as a young lawyer working against discrimination against African-American children in schools and in the criminal justice system. I worked to make sure that kids with disabilities could get a public education, something that I care very much about. I have worked with Latinos -- one of my first jobs in politics was down in south Texas registering Latino citizens to be able to vote. So I have a deep devotion, to use your absolutely correct word, to making sure that an every American feels like he or she has a place in our country. And I think when you look at the letters that I get, a lot of people are worried that maybe they wouldn't have a place in Donald Trump's America. They write me, and one woman wrote me about her son, Felix. She adopted him from Ethiopia when he was a toddler. He's 10 years old now. This is the only one country he's ever known. And he listens to Donald on TV and he said to his mother one day, will he send me back to Ethiopia if he gets elected? You know, children listen to what is being said. To go back to the very, very first question. And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect. Bullying is up. A lot of people are feeling, you know, uneasy. A lot of kids are expressing their concerns. So, first and foremost, I will do everything I can to reach out to everybody. ","10/9/16"
240,"Cooper","Your time, Secretary Clinton. ","10/9/16"
241,"Clinton","Democrats, Republicans, independents, people across our country. If you don't vote for me, I still want to be your president. ","10/9/16"
242,"Cooper","Your two minutes is up.","10/9/16"
243,"Clinton","I want to be the best president I can be for every American.","10/9/16"
244,"Cooper","Secretary Clinton, your two minutes is up. I want to follow up on something that Donald Trump actually said to you, a comment you made last month. You said that half of Donald Trump's supporters are, quote, ""deplorables, racist, sexist, homophobic, xenophobic, Islamophobic."" You later said you regretted saying half. You didn't express regret for using the term ""deplorables."" To Mr. Carter's question, how can you unite a country if you've written off tens of millions of Americans? ","10/9/16"
245,"Clinton","Well, within hours I said that I was sorry about the way I talked about that, because my argument is not with his supporters. It's with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans. And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he's never apologized for. And so I do think that a lot of the tone and tenor that he has said -- I'm proud of the campaign that Bernie Sanders and I ran. We ran a campaign based on issues, not insults. And he is supporting me 100 percent. ","10/9/16"
246,"Cooper","Thank you.","10/9/16"
247,"Clinton","Because we talked about what we wanted to do. We might have had some differences, and we had a lot of debates... ","10/9/16"
248,"Cooper","Thank you, Secretary. ","10/9/16"
249,"Trump","... but we believed that we could make the country better. And I was proud of that.","10/9/16"
250,"Cooper","I want to give you a minute to respond.","10/9/16"
251,"Trump","We have a divided nation. We have a very divided nation. You look at Charlotte. You look at Baltimore. You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C. We have an increase in murder within our cities, the biggest in 45 years. We have a divided nation, because people like her -- and believe me, she has tremendous hate in her heart. And when she said deplorables, she meant it. And when she said irredeemable, they're irredeemable, you didn't mention that, but when she said they're irredeemable, to me that might have been even worse. ","10/9/16"
252,"Cooper","She said some of them are irredeemable.","10/9/16"
253,"Trump","She's got tremendous -- she's got tremendous hatred. And this country cannot take another four years of Barack Obama, and that's what you're getting with her. ","10/9/16"
254,"Cooper","Mr. Trump, let me follow up with you. In 2008, you wrote in one of your books that the most important characteristic of a good leader is discipline. You said, if a leader doesn't have it, quote, ""he or she won't be one for very long."" In the days after the first debate, you sent out a series of tweets from 3 a.m. to 5 a.m., including one that told people to check out a sex tape. Is that the discipline of a good leader? ","10/9/16"
255,"Trump","No, there wasn't check out a sex tape. It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout. ","10/9/16"
256,"Cooper","You mentioned sex tape.","10/9/16"
257,"Trump","By the way, just so you understand, when she said 3 o'clock in the morning, take a look at Benghazi. She said who is going to answer the call at 3 o'clock in the morning? Guess what? She didn't answer it, because when Ambassador Stevens... ","10/9/16"
258,"Cooper","The question is, is that the discipline of a good leader? ","10/9/16"
259,"Trump","... 600 -- wait a minute, Anderson, 600 times. Well, she said she was awake at 3 o'clock in the morning, and she also sent a tweet out at 3 o'clock in the morning, but I won't even mention that. But she said she'll be awake. Who's going -- the famous thing, we're going to answer our call at 3 o'clock in the morning. Guess what happened? Ambassador Stevens -- Ambassador Stevens sent 600 requests for help. And the only one she talked to was Sidney Blumenthal, who's her friend and not a good guy, by the way. So, you know, she shouldn't be talking about that. Now, tweeting happens to be a modern day form of communication. I mean, you can like it or not like it. I have, between Facebook and Twitter, I have almost 25 million people. It's a very effective way of communication. So you can put it down, but it is a very effective form of communication. I'm not un-proud of it, to be honest with you. ","10/9/16"
260,"Cooper","Secretary Clinton, does Mr. Trump have the discipline to be a good leader? ","10/9/16"
261,"Clinton","No.","10/9/16"
262,"Trump","I'm shocked to hear that.","10/9/16"
263,"Audience","(LAUGHTER)","10/9/16"
264,"Clinton","Well, it's not only my opinion. It's the opinion of many others, national security experts, Republicans, former Republican members of Congress. But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody. Everybody. African-American incomes went up 33 percent. And it's not just because I worked with George W. Bush after 9/11, and I was very proud that when I told him what the city needed, what we needed to recover, he said you've got it, and he never wavered. He stuck with me. And I have worked and I admire President Obama. He inherited the worst financial crisis since the Great Depression. That was a terrible time for our country. ","10/9/16"
265,"Cooper","We have to move along.","10/9/16"
266,"Clinton","Nine million people lost their jobs.","10/9/16"
267,"Raddatz","Secretary Clinton, we have to... ","10/9/16"
268,"Clinton","Five million homes were lost.","10/9/16"
269,"Raddatz","Secretary Clinton, we're moving. ","10/9/16"
270,"Clinton","And $13 trillion in family wealth was wiped out. We are back on the right track. He would send us back into recession with his tax plans that benefit the wealthiest of Americans.","10/9/16"
271,"Raddatz","Secretary Clinton, we are moving to an audience question. We're almost out of time. We have another... ","10/9/16"
272,"Trump","We have the slowest growth since 1929.","10/9/16"
273,"Raddatz","We're moving to an audience question.","10/9/16"
274,"Trump","It is -- our country has the slowest growth and jobs are a disaster.","10/9/16"
275,"Raddatz","Mr. Trump, Secretary Clinton, we want to get to the audience. Thank you very much both of you.","10/9/16"
276,"Audience","(LAUGHTER)","10/9/16"
277,"Raddatz","We have another audience question. Beth Miller has a question for both candidates.","10/9/16"
278,"QUESTION","Good evening. Perhaps the most important aspect of this election is the Supreme Court justice. What would you prioritize as the most important aspect of selecting a Supreme Court justice?","10/9/16"
279,"Raddatz","We begin with your two minutes, Secretary Clinton. ","10/9/16"
280,"Clinton","Thank you. Well, you're right. This is one of the most important issues in this election. I want to appoint Supreme Court justices who understand the way the world really works, who have real-life experience, who have not just been in a big law firm and maybe clerked for a judge and then gotten on the bench, but, you know, maybe they tried some more cases, they actually understand what people are up against. Because I think the current court has gone in the wrong direction. And so I would want to see the Supreme Court reverse Citizens United and get dark, unaccountable money out of our politics. Donald doesn't agree with that. I would like the Supreme Court to understand that voting rights are still a big problem in many parts of our country, that we don't always do everything we can to make it possible for people of color and older people and young people to be able to exercise their franchise. I want a Supreme Court that will stick with Roe v. Wade and a woman's right to choose, and I want a Supreme Court that will stick with marriage equality. Now, Donald has put forth the names of some people that he would consider. And among the ones that he has suggested are people who would reverse Roe v. Wade and reverse marriage equality. I think that would be a terrible mistake and would take us backwards. I want a Supreme Court that doesn't always side with corporate interests. I want a Supreme Court that understands because you're wealthy and you can give more money to something doesn't mean you have any more rights or should have any more rights than anybody else. So I have very clear views about what I want to see to kind of change the balance on the Supreme Court. And I regret deeply that the Senate has not done its job and they have not permitted a vote on the person that President Obama, a highly qualified person, they've not given him a vote to be able to be have the full complement of nine Supreme Court justices. I think that was a dereliction of duty. I hope that they will see their way to doing it, but if I am so fortunate enough as to be president, I will immediately move to make sure that we fill that, we have nine justices that get to work on behalf of our people. ","10/9/16"
281,"Raddatz","Thank you, Secretary Clinton. Thank you. You're out of time. Mr. Trump? ","10/9/16"
282,"Trump","Justice Scalia, great judge, died recently. And we have a vacancy. I am looking to appoint judges very much in the mold of Justice Scalia. I'm looking for judges -- and I've actually picked 20 of them so that people would see, highly respected, highly thought of, and actually very beautifully reviewed by just about everybody. But people that will respect the Constitution of the United States. And I think that this is so important. Also, the Second Amendment, which is totally under siege by people like Hillary Clinton. They'll respect the Second Amendment and what it stands for, what it represents. So important to me. Now, Hillary mentioned something about contributions just so you understand. So I will have in my race more than $100 million put in -- of my money, meaning I'm not taking all of this big money from all of these different corporations like she's doing. What I ask is this. So I'm putting in more than -- by the time it's finished, I'll have more than $100 million invested. Pretty much self-funding money. We're raising money for the Republican Party, and we're doing tremendously on the small donations, $61 average or so. I ask Hillary, why doesn't -- she made $250 million by being in office. She used the power of her office to make a lot of money. Why isn't she funding, not for $100 million, but why don't you put $10 million or $20 million or $25 million or $30 million into your own campaign? It's $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public. Why aren't you putting some money in? You have a lot of it. You've made a lot of it because of the fact that you've been in office. Made a lot of it while you were secretary of state, actually. So why aren't you putting money into your own campaign? I'm just curious. ","10/9/16"
283,"Clinton","Well...","10/9/16"
284,"CANDIDATES","(CROSSTALK)","10/9/16"
285,"Raddatz","Thank you very much. We're going to get on to one more question.","10/9/16"
286,"Clinton","The question was about the Supreme Court. And I just want to quickly say, I respect the Second Amendment. But I believe there should be comprehensive background checks, and we should close the gun show loophole, and close the online loophole. ","10/9/16"
287,"Cooper","Thank you.","10/9/16"
288,"Raddatz","We have -- we have one more question, Mrs. Clinton. ","10/9/16"
289,"Clinton","We have to save as many lives as we possibly can.","10/9/16"
290,"Cooper","We have one more question from Ken Bone about energy policy. Ken?","10/9/16"
291,"QUESTION","What steps will your energy policy take to meet our energy needs, while at the same time remaining environmentally friendly and minimizing job loss for fossil power plant workers? ","10/9/16"
292,"Cooper","Mr. Trump, two minutes? ","10/9/16"
293,"Trump","Absolutely. I think it's such a great question, because energy is under siege by the Obama administration. Under absolutely siege. The EPA, Environmental Protection Agency, is killing these energy companies. And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil. We are killing -- absolutely killing our energy business in this country. Now, I'm all for alternative forms of energy, including wind, including solar, et cetera. But we need much more than wind and solar. And you look at our miners. Hillary Clinton wants to put all the miners out of business. There is a thing called clean coal. Coal will last for 1,000 years in this country. Now we have natural gas and so many other things because of technology. We have unbelievable -- we have found over the last seven years, we have found tremendous wealth right under our feet. So good. Especially when you have $20 trillion in debt. I will bring our energy companies back. They'll be able to compete. They'll make money. They'll pay off our national debt. They'll pay off our tremendous budget deficits, which are tremendous. But we are putting our energy companies out of business. We have to bring back our workers. You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies. We have to guard our energy companies. We have to make it possible. The EPA is so restrictive that they are putting our energy companies out of business. And all you have to do is go to a great place like West Virginia or places like Ohio, which is phenomenal, or places like Pennsylvania and you see what they're doing to the people, miners and others in the energy business. It's a disgrace. ","10/9/16"
294,"Cooper","Your time is up. Thank you.","10/9/16"
295,"Trump","It's an absolute disgrace.","10/9/16"
296,"Cooper","Secretary Clinton, two minutes. ","10/9/16"
297,"Clinton","And actually -- well, that was very interesting. First of all, China is illegally dumping steel in the United States and Donald Trump is buying it to build his buildings, putting steelworkers and American steel plants out of business. That's something that I fought against as a senator and that I would have a trade prosecutor to make sure that we don't get taken advantage of by China on steel or anything else. You know, because it sounds like you're in the business or you're aware of people in the business -- you know that we are now for the first time ever energy-independent. We are not dependent upon the Middle East. But the Middle East still controls a lot of the prices. So the price of oil has been way down. And that has had a damaging effect on a lot of the oil companies, right? We are, however, producing a lot of natural gas, which serves as a bridge to more renewable fuels. And I think that's an important transition. We've got to remain energy-independent. It gives us much more power and freedom than to be worried about what goes on in the Middle East. We have enough worries over there without having to worry about that. So I have a comprehensive energy policy, but it really does include fighting climate change, because I think that is a serious problem. And I support moving toward more clean, renewable energy as quickly as we can, because I think we can be the 21st century clean energy superpower and create millions of new jobs and businesses. But I also want to be sure that we don't leave people behind. That's why I'm the only candidate from the very beginning of this campaign who had a plan to help us revitalize coal country, because those coal miners and their fathers and their grandfathers, they dug that coal out. A lot of them lost their lives. They were injured, but they turned the lights on and they powered their factories. I don't want to walk away from them. So we've got to do something for them. ","10/9/16"
298,"Cooper","Secretary Clinton...","10/9/16"
299,"Clinton","But the price of coal is down worldwide. So we have to look at this comprehensively.","10/9/16"
300,"Cooper","Your time is up.","10/9/16"
301,"Clinton","And that's exactly what I have proposed. I hope you will go to HillaryClinton.com and look at my entire policy.","10/9/16"
302,"Cooper","Time is up. We have time for one more...","10/9/16"
303,"Raddatz","We have...","10/9/16"
304,"Cooper","One more audience question.","10/9/16"
305,"Raddatz","We've sneaked in one more question, and it comes from Karl Becker.","10/9/16"
306,"QUESTION","Good evening. My question to both of you is, regardless of the current rhetoric, would either of you name one positive thing that you respect in one another?","10/9/16"
307,"Audience","(APPLAUSE)","10/9/16"
308,"Raddatz","Mr. Trump, would you like to go first? ","10/9/16"
