170,"Trump","No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn't have them. These are felons. These are people that are bad people that shouldn't be -- when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk. You need more police. You need a better community, you know, relation. You don't have good community relations in Chicago. It's terrible. I have property there. It's terrible what's going on in Chicago. But when you look -- and Chicago's not the only -- you go to Ferguson, you go to so many different places. You need better relationships. I agree with Secretary Clinton on this.","9/26/16"
171,"Trump","You need better relationships between the communities and the police, because in some cases, it's not good. But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently. So there's some bad things going on. Some really bad things.","9/26/16"
172,"Holt","Secretary Clinton...","9/26/16"
173,"Trump","But we need -- Lester, we need law and order. And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people. And it's very unfair to them what our politicians are allowing to happen.","9/26/16"
174,"Holt","Secretary Clinton?","9/26/16"
175,"Clinton","Well, I've heard -- I've heard Donald say this at his rallies, and it's really unfortunate that he paints such a dire negative picture of black communities in our country.","9/26/16"
176,"Trump","Ugh.","9/26/16"
177,"Clinton","You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids. There's a lot that we should be proud of and we should be supporting and lifting up. But we do always have to make sure we keep people safe. There are the right ways of doing it, and then there are ways that are ineffective. Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective. It did not do what it needed to do. Now, I believe in community policing. And, in fact, violent crime is one-half of what it was in 1991. Property crime is down 40 percent. We just don't want to see it creep back up. We've had 25 years of very good cooperation. But there were some problems, some unintended consequences. Too many young African-American and Latino men ended up in jail for nonviolent offenses. And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated. So we've got to address the systemic racism in our criminal justice system. We cannot just say law and order. We have to say -- we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little. We need to have more second chance programs. I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system. You shouldn't have a profit motivation to fill prison cells with young Americans. So there are some positive ways we can work on this. And I believe strongly that commonsense gun safety measures would assist us. Right now -- and this is something Donald has supported, along with the gun lobby -- right now, we've got too many military- style weapons on the streets. In a lot of places, our police are outgunned. We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm. And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country. If you're too dangerous to fly, you are too dangerous to buy a gun. So there are things we can do, and we ought to do it in a bipartisan way.","9/26/16"
178,"Holt","Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias. Do you believe that police are implicitly biased against black people?","9/26/16"
179,"Clinton","Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way? But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers. I've met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit it's an issue. They've got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street.","9/26/16"
180,"Clinton","They want support, they want more training, they want more assistance. And I think the federal government could be in a position where we would offer and provide that.","9/26/16"
181,"Holt","Mr. Trump...","9/26/16"
182,"Trump","I'd like to respond to that.","9/26/16"
183,"Holt","Please.","9/26/16"
184,"Trump","First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of. These are very, very good people, and they're protecting the Second Amendment. But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that's a term that I think was a -- it's -- it's been horribly met, as you know. I think you've apologized for it. But I think it was a terrible thing to say. And when it comes to stop-and-frisk, you know, you're talking about takes guns away. Well, I'm talking about taking guns away from gangs and people that use them. And I don't think -- I really don't think you disagree with me on this, if you want to know the truth. I think maybe there's a political reason why you can't say it, but I really don't believe -- in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It's hard to believe, 500 is like supposed to be good? But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and- frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.","9/26/16"
185,"Clinton","Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is...","9/26/16"
186,"Trump","No, you're wrong. You're wrong.","9/26/16"
187,"Clinton","No, I'm not.","9/26/16"
188,"Trump","Murders are up. All right. You check it.","9/26/16"
189,"Clinton","New York -- New York has done an excellent job. And I give credit -- I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well. Look, one murder is too many. But it is important that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe? But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.","9/26/16"
190,"Holt","This conversation is about race. And so, Mr. Trump, I have to ask you for five...","9/26/16"
191,"Trump","I'd like to just respond, if I might.","9/26/16"
192,"Holt","Please -- 20 seconds.","9/26/16"
193,"Trump","I'd just like to respond.","9/26/16"
194,"Holt","Please respond, then I've got a quick follow-up for you.","9/26/16"
195,"Trump","I will. Look, the African-American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years. The African-American community -- because -- look, the community within the inner cities has been so badly treated. They've been abused and used in order to get votes by Democrat politicians, because that's what it is. They've controlled these communities for up to 100 years.","9/26/16"
196,"Holt","Mr. Trump, let me...","9/26/16"
197,"CANDIDATES","(CROSSTALK)","9/26/16"
198,"Clinton","Well, I -- I do think...","9/26/16"
199,"Trump","And I will tell you, you look at the inner cities -- and I just left Detroit, and I just left Philadelphia, and I just -- you know, you've seen me, I've been all over the place. You decided to stay home, and that's OK. But I will tell you, I've been all over. And I've met some of the greatest people I'll ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.","9/26/16"
200,"Holt","Mr. Trump, I...","9/26/16"
201,"Clinton","I think -- I think -- I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think that's a good thing.","9/26/16"
202,"Audience","(APPLAUSE)","9/26/16"
203,"Holt","Mr. Trump, for five years, you perpetuated a false claim that the nation's first black president was not a natural-born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States. Can you tell us what took you so long?","9/26/16"
204,"Trump","I'll tell you very -- well, just very simple to say. Sidney Blumenthal works for the campaign and close -- very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to -- during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out.","9/26/16"
205,"Trump","And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate. When I got involved, I didn't fail. I got him to give the birth certificate. So I'm satisfied with it. And I'll tell you why I'm satisfied with it.","9/26/16"
206,"Holt","That was...","9/26/16"
207,"CANDIDATES","(CROSSTALK)","9/26/16"
208,"Trump","Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.","9/26/16"
209,"Holt","I will let you respond. It's important. But I just want to get the answer here. The birth certificate was produced in 2011. You've continued to tell the story and question the president's legitimacy in 2012, '13, '14, '15...","9/26/16"
210,"Trump","Yeah.","9/26/16"
211,"Holt",".... as recently as January. So the question is, what changed your mind?","9/26/16"
212,"Trump","Well, nobody was pressing it, nobody was caring much about it. I figured you'd ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job. Secretary Clinton also fought it. I mean, you know -- now, everybody in mainstream is going to say, oh, that's not true. Look, it's true. Sidney Blumenthal sent a reporter -- you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she can't bring back jobs, she can't produce.","9/26/16"
213,"Holt","I'm sorry. I'm just going to follow up -- and I will let you respond to that, because there's a lot there. But we're talking about racial healing in this segment. What do you say to Americans, people of color who...","9/26/16"
214,"CANDIDATES","(CROSSTALK)","9/26/16"
215,"Trump","Well, it was very -- I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing. But let me just tell you. When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community. I think you can see that. And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.","9/26/16"
216,"Holt","Secretary Clinton?","9/26/16"
217,"Clinton","Well, just listen to what you heard.","9/26/16"
218,"Audience","(LAUGHTER)","9/26/16"
219,"Clinton","And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it can't be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump's best efforts to bring him down.","9/26/16"
220,"Holt","Mr. Trump, you can respond and we're going to move on to the next segment.","9/26/16"
221,"Trump","I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn't work that way. You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don't think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn't work. It really doesn't. Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued. We settled the suit with zero -- with no admission of guilt. It was very easy to do.","9/26/16"
222,"Trump","I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you. Maybe I'm trying to save the money. But, frankly, I look -- I look at that, and I say, isn't that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things. I'll go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African- Americans, against Muslims, against anybody. And it's a tremendously successful club. And I'm so glad I did it. And I have been given great credit for what I did. And I'm very, very proud of it. And that's the way I feel. That is the true way I feel.","9/26/16"
223,"Holt","Our next segment is called ""Securing America."" We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, who's behind it? And how do we fight it? Secretary Clinton, this answer goes to you.","9/26/16"
224,"Clinton","Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money. But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...","9/26/16"
225,"CANDIDATES","(CROSSTALK)","9/26/16"
226,"Clinton","... tough, long game here. And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear -- whether it's Russia, China, Iran or anybody else -- the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information. And we're going to have to make it clear that we don't want to use the kinds of tools that we have. We don't want to engage in a different kind of warfare. But we will defend the citizens of this country. And the Russians need to understand that. I think they've been treating it as almost a probing, how far would we go, how much would we do. And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...","9/26/16"
227,"Holt","Your two minutes have expired.","9/26/16"
228,"Clinton","... have said that Donald is unfit to be the commander- in-chief. It's comments like that that really worry people who understand the threats that we face.","9/26/16"
229,"Holt","Mr. Trump, you have two minutes and the same question. Who's behind it? And how do we fight it?","9/26/16"
230,"Trump","I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I'm very proud of it. In addition, I was just endorsed by ICE. They've never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed -- 16,500 Border Patrol agents. So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. OK? Because look at the mess that we're in. Look at the mess that we're in. As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps we're not. I don't think anybody knows it was Russia that broke into the DNC. She's saying Russia, Russia, Russia, but I don't -- maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, OK?","9/26/16"
231,"Trump","You don't know who broke in to DNC. But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. That's what we learned. Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over. We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game. ISIS. So we have to get very, very tough on cyber and cyber warfare. It is -- it is a huge problem. I have a son. He's 10 years old. He has computers. He is so good with these computers, it's unbelievable. The security aspect of cyber is very, very tough. And maybe it's hardly doable. But I will say, we are not doing the job we should be doing. But that's true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.","9/26/16"
232,"Holt","Secretary Clinton?","9/26/16"
233,"Clinton","Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. We're making progress. Our military is assisting in Iraq. And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.","9/26/16"
234,"Holt","You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. I'll ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?","9/26/16"
235,"Trump","Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. ""We will take out ISIS."" Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. She's been doing it a long time. She's been trying to take them out for a long time. But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn't have had them. Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.","9/26/16"
236,"Holt","Secretary Clinton?","9/26/16"
237,"Clinton","Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.","9/26/16"
238,"Trump","Wrong.","9/26/16"
239,"Clinton","That is absolutely proved over and over again.","9/26/16"
240,"Trump","Wrong. Wrong.","9/26/16"
241,"Clinton","He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.","9/26/16"
242,"Clinton","But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama. And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that. But let's talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? That's the most important part of this. How do we prevent attacks? How do we protect our people? And I think we've got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit. So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of. We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community. They're on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.","9/26/16"
243,"Holt","Mr. Trump...","9/26/16"
244,"Trump","Well, I have to respond.","9/26/16"
245,"Holt","Please respond.","9/26/16"
246,"Trump","The secretary said very strongly about working with -- we've been working with them for many years, and we have the greatest mess anyone's ever seen. You look at the Middle East, it's a total mess. Under your direction, to a large extent. But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now they're going to be actually probably a major power at some point pretty soon, the way they're going. But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, I'm a businessperson. I did really well. But I have common sense. And I said, well, I'll tell you. I haven't given lots of thought to NATO. But two things. Number one, the 28 countries of NATO, many of them aren't paying their fair share. Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract. And, number two, I said, and very strongly, NATO could be obsolete, because -- and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest -- but I said, they do not focus on terror. And I was very strong. And I said it numerous times. And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think that's great. And I think we should get -- because we pay approximately 73 percent of the cost of NATO. It's a lot of money to protect other people. But I'm all for NATO. But I said they have to focus on terror, also. And they're going to do that. And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO. I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldn't believe it. They sat back probably and said, I can't believe it. They said...","9/26/16"
247,"Clinton","Lester, we've covered...","9/26/16"
248,"Trump","No, wait a minute.","9/26/16"
249,"Clinton","We've covered this ground.","9/26/16"
250,"Trump","When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you're talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it's in over 30 countries. And you're going to stop them? I don't think so.","9/26/16"
251,"Holt","Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your...","9/26/16"
252,"Trump","I did not support the war in Iraq.","9/26/16"
253,"Holt","In 2002...","9/26/16"
254,"Trump","That is a mainstream media nonsense put out by her, because she -- frankly, I think the best person in her campaign is mainstream media.","9/26/16"
255,"Holt","My question is, since you supported it...","9/26/16"
256,"Trump","Just -- would you like to hear...","9/26/16"
257,"Holt","... why is your -- why is your judgment...","9/26/16"
258,"Trump","Wait a minute. I was against the war in Iraq. Just so you put it out.","9/26/16"
259,"Holt","The record shows otherwise, but why -- why was...","9/26/16"
260,"Trump","The record does not show that.","9/26/16"
261,"Holt","Why was -- is your judgment any...","9/26/16"
262,"Trump","The record shows that I'm right. When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.","9/26/16"
263,"Holt","Why is your judgment better than...","9/26/16"
264,"Trump","And when he -- excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people -- he's willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war. And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in '04. But they did an article which had me totally against the war in Iraq. And one of your compatriots said, you know, whether it was before or right after, Trump was definitely -- because if you read this article, there's no doubt. But if somebody -- and I'll ask the press -- if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, it's a terrible and a stupid thing. It's going to destabilize the Middle East. And that's exactly what it's done. It's been a disaster.","9/26/16"
265,"Holt","My reference was to what you had said in 2002, and my question was...","9/26/16"
266,"Trump","No, no. You didn't hear what I said.","9/26/16"
267,"Holt","Why is your judgment -- why is your judgment any different than Mrs. Clinton's judgment?","9/26/16"
268,"Trump","Well, I have much better judgment than she does. There's no question about that. I also have a much better temperament than she has, you know?","9/26/16"
269,"Audience","(LAUGHTER)","9/26/16"
270,"Trump","I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a...","9/26/16"
271,"Holt","Secretary Clinton?","9/26/16"
272,"Trump","Wait. The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there's a person with a temperament that's got a problem.","9/26/16"
273,"Holt","Secretary Clinton?","9/26/16"
274,"Clinton","Whew, OK.","9/26/16"
275,"Audience","(LAUGHTER)","9/26/16"
